kind	source_file	id	json_path	sl	hr	sr	notes
content	data/reference.json	reference:primeri.2.rezultat.1	primeri.2.rezultat.1	Letni prihranek 90.000 EUR (sekundarne surovine + manjši stroški administracije).	Godišnja ušteda od 90.000 EUR (sekundarne sirovine + manji administrativni troškovi).	Godišnja ušteda od 90.000 evra (sekundarne sirovine + niži administrativni troškovi).	
content	data/reference.json	reference:primeri.2.rezultat.2	primeri.2.rezultat.2	HSE oddelek sprostil 30 % časa za projekte izboljšav.	HSE odjel oslobodio je 30% vremena za projekte poboljšanja.	Odeljenje HSE je oslobodilo 30% vremena za projekte unapređenja.	
content	data/reference.json	reference:primeri.2.trajanje	primeri.2.trajanje	6 mesecev priprave + 3 mesece prehoda.	6 mjeseci priprema + 3 mjeseca prijelaza.	6 meseci pripreme + 3 meseca prelaza.	
content	data/reference.json	reference:primeri.2.velikost	primeri.2.velikost	500+ zaposlenih, 3 lokacije v SI	500+ zaposlenika, 3 lokacije u SI	500+ zaposlenih, 3 lokacije u SI	
content	data/reference.json	reference:primeri.3.id	primeri.3.id	farmacija-skladnost			
content	data/reference.json	reference:primeri.3.izziv	primeri.3.izziv	Po inšpekciji ugotovili pomanjkljivosti pri ravnanju z odpadno embalažo zdravil. Manjkala dokumentacija, tveganje kazni.	Nakon nadzora utvrđeni su nedostaci u postupanju s otpadnom ambalažom od lijekova. Nedostatak dokumentacije, opasnost od kazne.	Nakon izvršenog pregleda, utvrđeni su nedostaci u postupanju sa otpadnom ambalažom lekova. Nedostatak dokumentacije, rizik od kazne.	
content	data/reference.json	reference:primeri.3.kaj_smo_naredili.0	primeri.3.kaj_smo_naredili.0	Audit dokumentacije, identifikacija vrzeli.	Revizija dokumentacije, utvrđivanje nedostataka.	Revizija dokumentacije, identifikacija nedostataka.	
content	data/reference.json	reference:primeri.3.kaj_smo_naredili.1	primeri.3.kaj_smo_naredili.1	Vključitev v specializirano shemo za farmacevtsko embalažo.	Uključivanje u specijaliziranu shemu za pakiranje lijekova.	Uključivanje u specijalizovanu šemu za farmaceutsko pakovanje.	
content	data/reference.json	reference:primeri.3.kaj_smo_naredili.2	primeri.3.kaj_smo_naredili.2	Postavitev internih procesov za sledljivost.	Postavljanje internih procesa za sljedivost.	Postavljanje internih procesa za sledljivost.	
content	data/reference.json	reference:primeri.3.kaj_smo_naredili.3	primeri.3.kaj_smo_naredili.3	Priprava na ponovno inšpekcijo.	Priprema za ponovni pregled.	Priprema za ponovni pregled.	
content	data/reference.json	reference:primeri.3.ki_je_uporabna_za	primeri.3.ki_je_uporabna_za	Stranke v reguliranih panogah, ki so po inšpekciji ali pred njo.	Kupci u reguliranim djelatnostima koji su nakon ili prije inspekcije.	Kupci u regulisanim delatnostima koji su posle ili pre inspekcije.	
content	data/reference.json	reference:primeri.3.rezultat.0	primeri.3.rezultat.0	Vse vrzeli odpravljene v 4 mesecih.	Sve praznine otklonjene unutar 4 mjeseca.	Sve praznine eliminisane u roku od 4 meseca.	
content	data/reference.json	reference:primeri.3.rezultat.1	primeri.3.rezultat.1	Ponovna inšpekcija brez ugotovitev.	Ponovni pregled bez nalaza.	Ponovni pregled bez nalaza.	
content	data/reference.json	reference:primeri.3.rezultat.2	primeri.3.rezultat.2	Vzpostavljen sistem, ki obstoji tudi pri menjavi kadra.	Uspostavljen sustav koji postoji i kod kadrovskih promjena.	Uspostavljen sistem koji postoji i pri promeni kadrova.	
content	data/reference.json	reference:primeri.3.trajanje	primeri.3.trajanje	4 mesece intenzivnega dela, nato redno vzdrževanje.	4 mjeseca intenzivnog rada, zatim redovito održavanje.	4 meseca intenzivnog rada, zatim redovno održavanje.	
content	data/reference.json	reference:primeri.3.velikost	primeri.3.velikost	Distributer, 80 zaposlenih	Distributer, 80 zaposlenih	Distributer, 80 zaposlenih	
content	data/reference.json	reference:primeri.4.id	primeri.4.id	trgovina-veriga			
content	data/reference.json	reference:primeri.4.izziv	primeri.4.izziv	Vsaka trgovina je imela svojega lokalnega zbiralca odpadkov. Ni bilo centralnega pregleda. Stroški so se vlekli, brez podatkov, ki bi pojasnili razlike.	Svaka trgovina imala je svog lokalnog sakupljača otpada. Nije bilo središnje smotre. Troškovi su se razvlačili, bez podataka koji bi objasnili razlike.	Svaka prodavnica je imala svoj lokalni sakupljač otpada. Nije bilo centralnog pregleda. Troškovi su se vukli, bez podataka koji bi objasnili razlike.	
content	data/reference.json	reference:primeri.4.kaj_smo_naredili.0	primeri.4.kaj_smo_naredili.0	Pregled vseh 30 lokacij, mapiranje izvajalcev in cen.	Pregled svih 30 lokacija, mapiranje izvođača i cijena.	Pregled svih 30 lokacija, mapiranje izvođača i cena.	
content	data/reference.json	reference:primeri.4.kaj_smo_naredili.1	primeri.4.kaj_smo_naredili.1	Konsolidacija — kjer je smiselno, en izvajalec za regionalne grupe trgovin.	Konsolidacija — prema potrebi, jedan izvođač za regionalne grupe trgovina.	Konsolidacija — po potrebi, jedan izvođač za regionalne grupe prodavnica.	
content	data/reference.json	reference:primeri.4.kaj_smo_naredili.2	primeri.4.kaj_smo_naredili.2	Centralni pregled stroškov v real-time dashboardu.	Centralni pregled troškova u nadzornoj ploči u stvarnom vremenu.	Centralni pregled troškova u kontrolnoj tabli u realnom vremenu.	
content	data/reference.json	reference:primeri.4.kaj_smo_naredili.3	primeri.4.kaj_smo_naredili.3	Lokalni zbiralci so ostali pri pogodbi prek Interzero (kjer so dobri).	Lokalni sakupljači su ostali pri ugovoru preko Interzera (gdje su dobri).	Domaći kolekcionari su ostali pri ugovoru preko Interzero-a (gde su dobri).	
content	data/reference.json	reference:primeri.4.ki_je_uporabna_za	primeri.4.ki_je_uporabna_za	Verige z več lokacijami in lokalnim zbiranjem odpadkov.	Lanci s više lokacija i lokalnim odvozom otpada.	Lanci sa više lokacija i lokalnim sakupljanjem otpada.	
content	data/reference.json	reference:primeri.4.panoga	primeri.4.panoga	Trgovina / veriga	Trgovina / lanac	Prodavnica / lanac	
content	data/reference.json	reference:primeri.4.rezultat.0	primeri.4.rezultat.0	11 % nižji povprečni strošek na trgovino.	11% niža prosječna cijena po trgovini.	11% niža prosečna cena po prodavnici.	
content	data/reference.json	reference:primeri.4.rezultat.1	primeri.4.rezultat.1	Centralna nabava ima podatke za pogajanja s pogodbenimi partnerji.	Centralna nabava ima podatke za pregovore s ugovornim partnerima.	Centralna nabavka ima podatke za pregovore sa ugovornim partnerima.	
content	data/reference.json	reference:primeri.4.rezultat.2	primeri.4.rezultat.2	Manjše trgovine niso več 'izgubljene' v pavšalnih pogodbah.	Manje trgovine više nisu 'izgubljene' u paušalnim ugovorima.	Manje prodavnice više nisu „izgubljene“ u ugovorima o paušalnoj tarifi.	
content	data/reference.json	reference:primeri.4.trajanje	primeri.4.trajanje	Faznega zagona 9 mesecev.	Postupno pokretanje 9 mjeseci.	Postepeno puštanje u rad 9 meseci.	
content	data/reference.json	reference:primeri.4.velikost	primeri.4.velikost	30 trgovin, 200+ zaposlenih	30 trgovina, 200+ zaposlenih	30 prodavnica, 200+ zaposlenih	
content	data/reference.json	reference:primeri.5.id	primeri.5.id	elektronika-baterije			
content	data/reference.json	reference:primeri.5.izziv	primeri.5.izziv	Uvozili izdelke z baterijami, nezavedajoč se EPR obveznosti. Po prijavi konkurenta dobili klic ARSO.	Uvezeni proizvodi s baterijama, nesvjesni EPR obveza. Nakon prijave natjecatelja dobili su poziv iz ARSO-a.	Uvezeni proizvodi sa baterijama, nesvesni EPR obaveza. Nakon prijave takmičara, dobili su poziv iz ARSO.	
content	data/reference.json	reference:primeri.5.kaj_smo_naredili.0	primeri.5.kaj_smo_naredili.0	Hitra registracija v sistem proizvajalcev baterij in EE-opreme.	Brza registracija u sustavu proizvođača baterija i EE-opreme.	Brza registracija u sistemu proizvođača baterija i EE-opreme.	
content	data/reference.json	reference:primeri.5.kaj_smo_naredili.1	primeri.5.kaj_smo_naredili.1	Retroaktivno poročanje za zadnja 3 leta.	Retroaktivno izvješćivanje za zadnje 3 godine.	Retroaktivno izveštavanje za poslednje 3 godine.	
content	data/reference.json	reference:primeri.5.kaj_smo_naredili.2	primeri.5.kaj_smo_naredili.2	Vključitev v skupno shemo za naprej.	Uključivanje u zajedničku shemu u budućnosti.	Uključivanje u zajedničku šemu napred.	
content	data/reference.json	reference:primeri.5.kaj_smo_naredili.3	primeri.5.kaj_smo_naredili.3	Pravna podpora pri komunikaciji z ARSO.	Pravna podrška u komunikaciji s ARSO.	Pravna podrška u komunikaciji sa ARSO.	
content	data/reference.json	reference:primeri.5.ki_je_uporabna_za	primeri.5.ki_je_uporabna_za	Manjši uvozniki, ki niso vedeli za obveznosti — tipično prvi sestanek z ARSO klicem v rokavu.	Manji uvoznici koji nisu bili svjesni obveza - obično prvi sastanak s ARSO-om zovu iz rukava.	Manji uvoznici koji nisu bili svesni obaveza — obično prvi sastanak sa ARSO-om, padaju u rukav.	
content	data/reference.json	reference:primeri.5.panoga	primeri.5.panoga	Elektronika / uvoz	Elektronika / uvoz	Elektronika / uvoz	
content	data/reference.json	reference:primeri.5.rezultat.0	primeri.5.rezultat.0	Kazen omiljena zaradi 'aktivnega sodelovanja' — namesto najvišje kategorije najnižja.	Kazna smanjena zbog 'aktivnog sudjelovanja' — umjesto najviše kategorije, najniža.	Kazna smanjena zbog 'aktivnog učešća' — umesto najviše kategorije, najniže.	
content	data/reference.json	reference:primeri.5.rezultat.1	primeri.5.rezultat.1	Vse retroaktivno urejeno v 6 tednih.	Sve retroaktivno sređeno za 6 tjedana.	Sve retroaktivno uređeno za 6 nedelja.	
content	data/reference.json	reference:primeri.5.rezultat.2	primeri.5.rezultat.2	Stranka zdaj ima sistem, ki preprečuje, da se zgodi ponovno.	Korisnik sada ima uspostavljen sustav za sprječavanje da se to ponovi.	Kupac sada ima uspostavljen sistem da spreči da se to ponovi.	
content	data/reference.json	reference:primeri.5.trajanje	primeri.5.trajanje	6 tednov urgentne faze, redno vzdrževanje naprej.	6 tjedana hitne faze, redovito održavanje nadalje.	6 nedelja hitne faze, redovno održavanje pa nadalje.	
content	data/reference.json	reference:primeri.5.velikost	primeri.5.velikost	Manjši uvoznik, 25 zaposlenih	Mali uvoznik, 25 zaposlenih	Mali uvoznik, 25 zaposlenih	
content	data/reference.json	reference:primeri.6.id	primeri.6.id	kozmetika-ppwr			
content	data/reference.json	reference:primeri.6.izziv	primeri.6.izziv	Veliko kompozitne embalaže (tube, multi-layer), zahteva velikih trgovskih verig po Made for Recycling oz. recyclability.	Puno kompozitne ambalaže (tube, višeslojne), zahtjevi velikih trgovačkih lanaca za Made for Recycling ili reciklažnošću.	Mnogo kompozitne ambalaže (tube, višeslojne), zahtevi velikih maloprodajnih lanaca za Made for Recicling ili reciklažom.	
content	data/reference.json	reference:primeri.6.kaj_smo_naredili.0	primeri.6.kaj_smo_naredili.0	Analiza vseh SKU embalaž z vidika recyclability.	Analiza svih SKU ambalaža sa stajališta mogućnosti recikliranja.	Analiza svih SKU pakovanja sa stanovišta reciklabilnosti.	
content	data/reference.json	reference:primeri.6.kaj_smo_naredili.1	primeri.6.kaj_smo_naredili.1	Priporočila za menjavo materialov pri najbolj problematičnih izdelkih.	Preporuke zamjene materijala za najproblematičnije proizvode.	Preporuke za zamenu materijala za najproblematičnije proizvode.	
content	data/reference.json	reference:primeri.6.kaj_smo_naredili.2	primeri.6.kaj_smo_naredili.2	Made for Recycling certifikat za 70 % asortimana.	Certifikat Made for Recycling za 70% asortimana.	Sertifikat napravljen za reciklažu za 70% asortimana.	
content	data/reference.json	reference:primeri.6.kaj_smo_naredili.3	primeri.6.kaj_smo_naredili.3	Strategija prilagoditve na PPWR za naslednja 3 leta.	Strategija prilagodbe na PPWR za sljedeće 3 godine.	Strategija adaptacije na PPVR za naredne 3 godine.	
content	data/reference.json	reference:primeri.6.ki_je_uporabna_za	primeri.6.ki_je_uporabna_za	Stranke z embalažo, ki je pod pritiskom velikih kupcev ali EU regulative.	Kupci s ambalažom koja je pod pritiskom velikih kupaca ili EU propisa.	Kupci sa ambalažom koja je pod pritiskom velikih kupaca ili propisa EU.	
content	data/reference.json	reference:primeri.6.panoga	primeri.6.panoga	Kozmetika / lepota	Kozmetika / ljepota	Kozmetika / lepota	
content	data/reference.json	reference:primeri.6.rezultat.0	primeri.6.rezultat.0	Pridobili pogodbo z verigo, ki je zahtevala MfR.	Dobili smo ugovor s lancem koji je zahtijevao MfR.	Dobili smo ugovor sa lancem koji je zahtevao MfR.	
content	data/reference.json	reference:primeri.6.rezultat.1	primeri.6.rezultat.1	30 % manj kompozitne embalaže — manjši EPR strošek.	30% manje kompozitnog pakiranja — niži trošak EPR-a.	30% manje kompozitnog pakovanja — niži trošak EPR.	
content	data/reference.json	reference:primeri.6.rezultat.2	primeri.6.rezultat.2	Stranka ima pripravljen načrt za PPWR uveljavitev.	Klijent ima plan za implementaciju PPWR.	Klijent ima pripremljen plan za implementaciju PPVR-a.	
content	data/reference.json	reference:primeri.6.trajanje	primeri.6.trajanje	12 mesecev (analiza + spremembe embalaže potrebujejo čas).	12 mjeseci (analiza + promjene pakiranja zahtijevaju vrijeme).	12 meseci (analiza + promena pakovanja zahteva vreme).	
content	data/reference.json	reference:primeri.6.velikost	primeri.6.velikost	Srednje podjetje, ena blagovna znamka, izvoz v 8 držav	Srednje poduzeće, jedan brend, izvoz u 8 zemalja	Srednje preduzeće, jedan brend, izvoz u 8 zemalja	
content	data/reference.json	reference:primeri.7.id	primeri.7.id	mala-pavsal			
content	data/reference.json	reference:primeri.7.izziv	primeri.7.izziv	Lastnik je sam vodil EPR poročanje, izgubljal ure na vsako trimesečje, ni bil prepričan, ali dela pravilno.	Vlasnik je sam vodio EPR izvješćivanje, gubeći sate svako tromjesečje, ne siguran radi li to kako treba.	Vlasnik je sam vodio EPR izveštaje, gubio sate svakog kvartala, ne siguran da li to radi kako treba.	
content	data/reference.json	reference:primeri.7.kaj_smo_naredili.0	primeri.7.kaj_smo_naredili.0	Vključitev v osnovni paket EPR.	Uključivanje u osnovni EPR paket.	Uključivanje u osnovni EPR paket.	
content	data/reference.json	reference:primeri.7.kaj_smo_naredili.1	primeri.7.kaj_smo_naredili.1	30-minutni začetni intervju za pridobitev podatkov.	30-minutni početni intervju za dobivanje podataka.	30-minutni početni intervju za dobijanje podataka.	
content	data/reference.json	reference:primeri.7.kaj_smo_naredili.2	primeri.7.kaj_smo_naredili.2	Avtomatizirano kvartalno poročanje na podlagi enostavnega Excel obrazca.	Automatizirano tromjesečno izvješćivanje temeljeno na jednostavnom Excel obrascu.	Automatsko tromesečno izveštavanje zasnovano na jednostavnom Ekcel obrascu.	
content	data/reference.json	reference:primeri.7.ki_je_uporabna_za	primeri.7.ki_je_uporabna_za	Mala podjetja, ki mislijo, da so 'premajhna' za naše storitve.	Male tvrtke koje misle da su 'premale' za naše usluge.	Mala preduzeća koja misle da su „premala“ za naše usluge.	
content	data/reference.json	reference:primeri.7.panoga	primeri.7.panoga	Manjši proizvajalec	Manji proizvođač	Manji proizvođač	
content	data/reference.json	reference:primeri.7.rezultat.0	primeri.7.rezultat.0	Lastnik sprostil 40 ur letno (kar je 1 delovni teden).	Vlasnik je oslobodio 40 sati godišnje (što je 1 radni tjedan).	Vlasnik je pustio 40 sati godišnje (što je 1 radna nedelja).	
content	data/reference.json	reference:primeri.7.rezultat.1	primeri.7.rezultat.1	Pavšalni letni strošek storitve je nižji od vrednosti lastnikovega časa.	Paušalni godišnji trošak usluge manji je od vrijednosti vremena vlasnika.	Paušalni godišnji trošak usluge je niži od vrednosti vremena vlasnika.	
content	data/reference.json	reference:primeri.7.rezultat.2	primeri.7.rezultat.2	Brez skrbi pri inšpekciji.	Bez brige na pregledu.	Bez brige na inspekciji.	
content	data/reference.json	reference:primeri.7.trajanje	primeri.7.trajanje	Implementacija 2 tedna.	Implementacija 2 tjedna.	Implementacija 2 nedelje.	
content	data/reference.json	reference:primeri.7.velikost	primeri.7.velikost	12 zaposlenih, do 20 ton embalaže letno	12 zaposlenih, do 20 tona ambalaže godišnje	12 zaposlenih, do 20 tona ambalaže godišnje	
content	data/roleplay.json	roleplay:_kako_uporabiti	_kako_uporabiti	Nov komercialist naj vaji vsak teden 2-3 scenarije. Senior naj se občasno preizkuša s 'težkimi' scenariji za vzdrževanje forme. Vodja lahko opazuje in komentira.	Nova reklama trebala bi vježbati 2-3 scenarija svaki tjedan. Stariji bi se povremeno trebali izazivati ​​'teškim' scenarijima kako bi ostali u formi. Voditelj može promatrati i komentirati.	Nova reklama treba da vežba 2-3 scenarija svake nedelje. Seniori bi povremeno trebalo da se izazovu 'teškim' scenarijima kako bi održali formu. Menadžer može da posmatra i komentariše.	
content	data/roleplay.json	roleplay:_opis	_opis	Scenariji za vajo s simuliranim sogovornikom. Sistem ti ponudi situacijo, ti odgovoriš (tipkaš ali poveš ustno), nato dobiš oceno z gledišča Vodiča: ali si uporabil AVO formulo, ali si pridobil naslednji korak z datumom, ali si izpostavil tri stvari ne deset.	Scenariji za vježbu sa simuliranim sugovornikom. Sustav vam ponudi situaciju, vi odgovorite (utipkate ili izgovorite usmeno), zatim dobijete bodovanje iz perspektive Vodiča: jeste li koristili AVO formulu, jeste li dobili sljedeći korak s datumom, jeste li istaknuli tri stvari umjesto deset.	Scenariji za vežbu sa simuliranim sagovornikom. Sistem vam ponudi situaciju, odgovorite (otkucate ili izgovorite usmeno), zatim dobijete ocenu iz ugla Vodiča: da li ste koristili AVO formulu, da li ste dobili sledeći korak sa datumom, da li ste umesto deset istakli tri stvari.	
